,PID,BAI,PARCELID,PROPLOC,SUBDIV,LAND_ASSESS,IMPROV_ASSESS,TOTAL_ASSESS,CITY,STATE,ZIP,SALE_DATE,SALE_PRICE,IMPROVE_VACANT,DEED,YR_BUILT,STYLE,GRADE,ROOF_STRUCT,ROOF_COVER,EXT_WALLCOV,HEAT_FUEL,AC_TYPE,INT_FLOOR,NUM_BED,NUM_BATH,LIVING_SQFT,ACRES,ZONING,UTILITIES,STREET_QUALITY
11950,107011,229749,H18-2071-2826,5683 HOGAN BRIDGE DR ,OAKMONT VILLAS PH 3,50500,244400,294900,PROVIDENCE FORGE,VA,23140,2019-10-21 00:00:00,250000.0,I,,2009.0,Colonial,C,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,2.0,2528.0,2.3e-05,PUD,All Public,Paved
11951,107012,229750,H18-2057-2765,5677 HOGAN BRIDGE DR ,OAKMONT VILLAS PH 3,50500,239600,290100,PROVIDENCE FORGE,VA,23140,2021-11-22 00:00:00,295000.0,I,,2010.0,Colonial,C,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Vinyl,4.0,2.0,2304.0,2.3e-05,PUD,,
11952,107013,229751,H18-2041-2712,5671 HOGAN BRIDGE DR ,OAKMONT VILLAS PH 3,55600,234500,290100,TOANO,VA,23168,2011-08-16 00:00:00,219900.0,I,,2010.0,Colonial,C,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,4.0,2.0,2384.0,2.3e-05,PUD,,
11953,107014,229752,H18-2024-2662,5665 HOGAN BRIDGE DR ,OAKMONT VILLAS,55600,200700,256300,PROVIDENCE FORGE,VA,23140,2019-07-11 00:00:00,224900.0,I,,2010.0,Conventional,C++,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Hardwood,3.0,2.0,1680.0,2.3e-05,PUD,All Public,Paved
11954,107015,229753,H18-2162-2761,10919 FLOWERING REDBUD DR ,OAKMONT VILLAS PH 3,55600,215800,271400,PROVIDENCE FORGE,VA,23140,2021-05-03 00:00:00,276000.0,I,,2009.0,Colonial,C,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,2.0,2036.0,2.3e-05,PUD,All Public,Paved
11955,107016,229754,H18-1345-3205,KENTLAND TL,OAKMONT VILLAS OPEN SPACE,4800,0,4800,SPRINGFIELD,VA,22153,2008-12-11 00:00:00,,V,,0.0,,,,,,,,,,,0.0,3.06,PUD,,
11956,107020,229758,J26-3535-4713,COOKS MILL RD,COOKS MILL RD LOT 1,108200,0,108200,BULLHEAD CITY,AZ,86442,2008-12-23 00:00:00,,I,,,,,,,,,,,,,,6.7,A1,,
11957,107040,229759,,OFF MILL CREEK RD ,30' ROAD,400,0,400,WEST POINT,VA,23181,1993-03-09 00:00:00,,I,,0.0,,,,,,,,,,,0.0,0.26,R1,,
11958,107060,229761,H17-4046-2540,OAKMONT VILLAS ,OAKMONT VILLAS OPEN SPACE,17300,0,17300,SPRINGFIELD,VA,22153,2008-08-08 00:00:00,,I,,,,,,,,,,,,,,11.48,PUD,,
11959,107061,229760,,OAKMONT VILLAS ,OAKMONT VILLAS OPEN SPACE,800,0,800,SPRINGFIELD,VA,22153,2008-08-08 00:00:00,,I,,,,,,,,,,,,,,0.49,PUD,,
11960,107080,229755,H18-1607-2592,KENTLAND TL,OAKMONT VILLAS OPEN SPACE,700,0,700,SPRINGFIELD,VA,22153,2008-12-11 00:00:00,,V,,,,,,,,,,,,,,0.43,PUD,,
11961,107081,229756,H18-1301-2693,KENTLAND TL,OAKMONT VILLAS OPEN SPACE,400,0,400,SPRINGFIELD,VA,22153,2008-12-11 00:00:00,,V,,,,,,,,,,,,,,0.24,PUD,,
11962,107082,229757,H18-2005-3086,KENTLAND TL,OAKMONT VILLAS OPEN SPACE,300,0,300,SPRINGFIELD,VA,22153,2008-12-11 00:00:00,,V,,,,,,,,,,,,,,0.18,PUD,,
11963,107100,229762,N11-3545-1486,6440 MARL SPRING DR ,MARL SPRING,73900,229300,303200,NEW KENT,VA,23124,2015-05-08 00:00:00,185000.0,I,0 DOM PER MLS,2009.0,Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Carpet,2.0,2.0,1624.0,1.56,A1,"Well/Septic,Gas",Paved
11964,107120,229763,K19-0249-2151,8071  MYSTIC OAK TRL ,GRAND OAK,158500,533900,692400,HAMPTON,VA,23661,2019-06-18 00:00:00,133500.0,V,,2020.0,Transitional 1 Sty,C++,Gable,Dimen Shingle,Cement Board,Electric,Heat Pump,Hardwood,4.0,3.0,2746.0,8.15,A1,Electric,
11965,107121,229764,K19-0214-1763,7971 MYSTIC OAK TL ,GRAND OAK,120500,323200,443700,NEW KENT,VA,23124,2012-08-14 00:00:00,297750.0,I,,2012.0,Transitional 2+ Sty,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Hardwood,4.0,3.0,2393.0,4.0,A1,Electric,
11966,107122,229765,K19-0154-1342,7959 MYSTIC OAK TL ,GRAND OAK,123700,24900,148600,WAKE,VA,23176,2019-03-01 00:00:00,98000.0,V,TM# ON DEED 23-21 (PART OF),2021.0,Outbuilding,C,Gable,Metal,Metal,None,None,None,0.0,0.0,0.0,4.0,A1,Electric,
11967,107123,229766,K18-3621-1385,7950 MYSTIC OAK TL ,GRAND OAK,119300,338000,457300,NEW KENT,VA,23124,2013-04-18 00:00:00,316170.0,I,,2013.0,Craftsman,C++,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,2.0,2333.0,4.84,A1,Electric,
11968,107124,229767,K18-3311-1736,7980 MYSTIC OAK TL ,GRAND OAK,180700,381900,562600,NEW KENT,VA,23124,2010-11-16 00:00:00,110000.0,V,,2016.0,Modified Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Hardwood,3.0,2.0,2140.0,16.330023,A1,,
11969,107125,229768,K18-3127-2489,MYSTIC OAK TL ,GRAND OAK,199100,0,199100,HENRICO,VA,23231,2018-07-02 00:00:00,133750.0,V,,,,,,,,,,,,,,15.07,A1,,
11970,107126,229769,E20-1922-4553,11800 TWIN BROOKS WY ,WINDSOR SHADES,64200,176000,240200,PROVIDENCE FORGE,VA,23140,2021-07-21 00:00:00,0.0,I,NAME CHANGE,2016.0,Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Laminate,3.0,2.0,1338.0,5.0,A1,,
11971,107127,229770,E20-1097-4500,11750 TWIN BROOKS WAY ,WINDSOR SHADES,57900,182900,240800,PROVIDENCE FORGE,VA,23140,2020-04-30 00:00:00,215000.0,I,,2017.0,DoubleWide 2011 & Newer,C,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,4.0,2.0,2128.0,2.89,A1,,
11972,107128,229771,E20-1088-4293,11761 TWIN BROOKS WY  ,WINDSOR SHADES,57900,235600,293500,LANEXA,VA,23089,2020-08-25 00:00:00,0.0,I,,2012.0,Modular 1996 & Newer,C,Gable,Comp Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,3.0,2032.0,2.89,A1,,
11973,107160,229773,G12-0090-3607,4927 MOUNTCASTLE RD,PLEASANTS PLACE,74500,81600,156100,PROVIDENCE FORGE,VA,23140,2009-03-11 00:00:00,,V,,2009.0,Doublewide 1996 - 2010,C--,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,2.0,2.0,1144.0,1.65,A1,"Well/Septic,Electric",Gravel
11974,107161,229774,N14-3740-1735,10261 TALLEYSVILLE RD ,WOOD SUBD,58700,236800,295500,NEW KENT,VA,23124,2021-09-03 00:00:00,300000.0,I,,2019.0,Modern Ranch,C++,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Hardwood,3.0,2.0,1470.0,0.46,R1,,
11975,107162,229775,N14-3753-1863,10271 TALLEYSVILLE RD ,WOOD SUBD,58700,237100,295800,NEW KENT,VA,23124,2020-02-21 00:00:00,224800.0,I,,2019.0,Modern Ranch,B-,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Hardwood,3.0,2.0,1300.0,0.46,R1,,
11976,107163,229776,N14-3766-1991,10291 TALLEYSVILLE RD ,WOOD SUBD,57700,263900,321600,NEW KENT,VA,23124,2020-03-13 00:00:00,234900.0,I,,2020.0,Modern Ranch,B-,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Hardwood,3.0,2.0,1470.0,0.84,R1,,
11977,107164,229777,N14-3937-1721,10240 OLD QUARTER LN ,WOOD SUBD,58100,260500,318600,NEW KENT,VA,23124,2021-08-19 00:00:00,300000.0,I,ADDED GARAGE AFTER PURCHASE,2019.0,Modern Ranch,C++,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Hardwood,3.0,2.0,1470.0,0.45,R1,,
11978,107165,229778,N14-3949-1842,10250 OLD QUARTER LN ,WOOD SUBD,58100,239200,297300,MECHANICSVILLE,VA,23111,2019-06-03 00:00:00,0.0,V,,2019.0,Modern Ranch,B-,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Hardwood,3.0,2.0,1300.0,0.45,R1,,
11979,107166,229779,N14-3963-1969,10280 OLD QUARTER LN ,WOOD SUBD,57800,223600,281400,NEW KENT,VA,23124,2019-12-05 00:00:00,249100.0,I,,2019.0,Modern Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Hardwood,3.0,2.0,1470.0,0.88,R1,,
11980,107180,229780,J31-2373-3812,OFF DAVIS POND RD,ADJ DAVID POND,47700,0,47700,NEW KENT,VA,23124,2021-09-14 00:00:00,0.0,V,WILL BOOK-CLIFTON DAVIS DOD 8/26/21,,,,,,,,,,,,,2.0,A1,,
11981,107181,229781,J31-2324-3856,0 DAVIS POND RD ,ADJ DAVIS POND,73300,0,73300,BARHAMSVILLE,VA,23011,2018-06-21 00:00:00,0.0,V,DEED OF GIFT,,,,,,,,,,,,,2.15,A1,,
11982,107182,229782,I12-0323-3926,0 BUSINESS PARK RD ,W OF EMMAUS CHURCH RD,98500,0,98500,HENRICO,VA,23233,2009-04-03 00:00:00,,V,,,,,,,,,,,,,,3.5,EO,,
11983,107183,229783,I11-3889-4118,0 BUSINESS PARK RD ,W OF EMMAUS CHURCH RD,100200,0,100200,HENRICO,VA,23233,2009-04-03 00:00:00,,V,,,,,,,,,,,,,,2.91,EO,,
11984,107184,229784,I11-2866-4609,0 BUSINESS PARK RD ,W OF EMMAUS CHURCH RD,75500,0,75500,HENRICO,VA,23233,2012-09-27 00:00:00,0.0,V,,,,,,,,,,,,,,2.02,EO,,
11985,107185,229785,H14-3021-0379,8530 BOSSIE'S LN ,BOSSIE'S LAND,95300,331000,426300,PROVIDENCE FORGE,VA,23140,2017-05-05 00:00:00,0.0,I,QUITCLAIM DEED; NO CONSIDERATION,2010.0,Colonial,C++,Gable,Comp Shingle,Vinyl Siding,Electric,Central,Carpet,4.0,2.0,2348.0,3.11,A1,,
11986,107186,229786,H14-3490-0338,8560 BOSSIE'S LN ,BOSSIE'S LAND SEC 2,94900,152200,247100,PROVIDENCE FORGE,VA,23140,2009-07-06 00:00:00,45000.0,V,,2010.0,Doublewide 1996 - 2010,C--,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,2.0,1394.0,3.07,A1,,
11987,107187,229787,H14-3746-0316,8600 BOSSIE'S LN ,BOSSIE'S LAND,95300,240300,335600,NEW KENT,VA,23124,2018-04-03 00:00:00,0.0,I,WILL BOOK; CLYDE JOSEPH THOMPSON III PASSED AWAY 03/17/18,2011.0,Modern Ranch,C++,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,2.0,1350.0,3.11,A1,,
11988,107188,229788,I21-2332-5049,TAKHA HILLS DR ,TAKHA HILLS,147700,0,147700,NEW KENT,VA,23124,2021-01-20 00:00:00,0.0,V,HOMA LIVING TRUST DTD 1/11/21,,,,,,,,,,,,,12.6,A1,,
11989,108000,229789,K12-1361-3072,7980 GEO W WATKINS RD ,ON GEO WATKINS RD,96200,221500,317700,QUINTON,VA,23141,2017-11-14 00:00:00,245500.0,I,,2010.0,Ranch,C,Gable,Comp Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,2.0,1543.0,3.86,A1,Well/Septic,Paved
11990,108020,229790,I09-3208-4788,0 FAIRVIEW DR ,WOODHAVEN SHORES,45000,0,45000,MECHANICSVILLE,VA,23116,2020-10-23 00:00:00,75000.0,V,INCLUDES LOTS 934 & 934,,,,,,,,,,,,,2.3e-05,R2,,
11991,108040,229791,ROAD,OLD QUARTER LN ,OLD QUARTER LANE,400,0,400,NEW KENT,VA,23124,2009-03-06 00:00:00,,V,,0.0,,,,,,,,,,,0.0,0.44,R1,,
11992,108080,229794,K27-3587-2200,LEE'S REACH DR ,LEE'S REACH,164600,0,164600,LANEXA,VA,23089,2019-03-01 00:00:00,0.0,V,,,,,,,,,,,,,,18.83,A1,,
11993,108100,229832,K28-0069-4336,16926 PAMUNKEY VIEW LN ,PINEY POINTE LANDING,325600,634800,960400,TOANO,VA,23168,2014-11-25 00:00:00,202950.0,V,FORECLOSURE; AUCTION SALE; TRANSFER INCLUDES TM# 26-4-2 & 26-4-26,2016.0,Modified Ranch,B-,Gable,Metal,Cement Board,Gas,Heat Pump,Hardwood,3.0,2.0,2708.0,4.480023,A1,,
11994,108101,229833,K27-3862-4711,16920 PAMUNKEY VIEW LN ,PINEY POINTE LANDING,264000,520800,784800,NEW KENT,VA,23124,2020-04-24 00:00:00,0.0,V,,2020.0,Farmhouse,C++,Hip,Metal,Cement Board,Electric,Heat Pump,Luxury Plank/Tile,3.0,3.0,2389.0,1.53,A1,,
11995,108102,229834,K27-3752-4774,PAMUNKEY VIEW LN ,PINEY POINTE LANDING,264900,0,264900,PROVIDENCE FORGE,VA,23140,2020-10-05 00:00:00,0.0,V,"ROW-VA POWER -AGREEMENT SHOWS THOMAS W & CARRIE EVELYN AS OWNERS-EVELYNS OWN LOT 2
",,,,,,,,,,,,,1.68,A1,,
11996,108103,229835,K27-3654-4851,PAMUNKEY VIEW LN ,PINEY POINTE LANDING,264500,0,264500,PROVIDENCE FORGE,VA,23140,2015-05-20 00:00:00,0.0,V,"DEED OF GIFT; TRANSFER INCLUDES TM# 26-4-4, 26-4-15, 26-4-16, 26-4-17, 26-4-18, 26-4-19, 26-4-20 & 26-4-22",,,,,,,,,,,,,1.62,A1,,
11997,108104,229836,K27-3575-4947,16870 PAMUNKEY VIEW LN ,PINEY POINTE LANDING,264900,448300,713200,LANEXA,VA,23089,2014-02-25 00:00:00,193500.0,V,,2015.0,Modified Ranch,B-,Hip,Dimen Shingle,Cement Board,Electric,Geo Thermal,Hardwood,3.0,2.0,2380.0,1.68,A1,,
11998,108105,229837,K27-3474-5027,PAMUNKEY VIEW LN ,PINEY POINTE LANDING,265400,0,265400,LANEXA,VA,23089,2021-08-06 00:00:00,265000.0,V,,,,,,,,,,,,,,1.76,A1,,
11999,108106,229838,K27-3347-5120,16824 PAMUNKEY VIEW LN ,PINEY POINTE LANDING,269100,739500,1008600,LANEXA,VA,23089,2014-12-15 00:00:00,154000.0,V,FORECLOSURE; AUCTION,2016.0,Transitional 1 Sty,B-,Hip,Dimen Shingle,Brick,Gas/Elec,Central,Hardwood,3.0,4.0,3806.0,2.38,A1,,
12000,108107,229839,L27-3335-0221,PAMUNKEY VIEW LN ,PINEY POINTE LANDING,267900,0,267900,PROVIDENCE FORGE,VA,23140,2014-12-10 00:00:00,129800.0,V,FORECLOSURE; AUCTION,,,,,,,,,,,,,2.18,A1,,
12001,108108,229840,L27-3235-0311,PAMUNKEY VIEW LN ,PINEY POINTE LANDING,267000,0,267000,WEST POINT,VA,23181,2014-12-15 00:00:00,143000.0,V,FORECLOSURE; AUCTION,,,,,,,,,,,,,2.03,A1,,
12002,108109,229841,K27-2659-4830,16770 PAMUNKEY VIEW LN ,PINEY POINTE LANDING,288500,1364200,1652700,LANEXA,VA,23089,2017-11-15 00:00:00,0.0,I,WELL AGREEMENT; DATED 03/19/14,2021.0,Transitional 1 Sty,B,Hip,Dimen Shingle,Stucco,Electric,Central,Laminate,3.0,3.0,4903.0,8.12,A1,,
12003,108110,229842,K27-2227-3916,8584 ELYSIUM DR ,PINEY POINTE LANDING,93100,456200,549300,LANEXA,VA,23089,2015-04-17 00:00:00,0.0,V,DEED OF GIFT,2015.0,Modified Ranch,C++,Gable,Dimen Shingle,Cement Board,Electric,Heat Pump,Hardwood,4.0,2.0,2516.0,3.45,A1,,
12004,108111,229843,K27-1968-3846,8544 ELYSIUM DR ,PINEY POINTE LANDING,73400,314000,387400,LANEXA,VA,23089,2015-07-13 00:00:00,279100.0,I,NEW CONSTRUCTION,2015.0,Modified Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,2.0,2302.0,2.93,A1,,
12005,108112,229844,K27-1797-3733,8520 ELYSIUM DR ,PINEY POINTE LANDING,71500,406300,477800,LANEXA,VA,23089,2016-05-16 00:00:00,324950.0,I,NEW CONSTRUCTION,2016.0,Cape Cod,C++,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Hardwood,4.0,2.0,2711.0,2.72,A1,,
12006,108113,229845,K27-1593-3571,8470 ELYSIUM DR ,PINEY POINT LANDING,68700,358300,427000,HENRICO,VA,23231,2019-11-18 00:00:00,0.0,V,,2020.0,Transitional 1 Sty,C++,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Hardwood,3.0,2.0,1988.0,2.17,A1,,
12007,108114,229846,K27-1450-3443,0 ELYSIUM DR ,PINEY POINTE LANDING,62000,0,62000,NEW KENT,VA,23124,2021-02-02 00:00:00,63000.0,V,,,,,,,,,,,,,,1.83,A1,,
12008,108115,229847,K27-1192-3168,8400 ELYSIUM DR ,PINEY POINTE LANDING,66400,389200,455600,LANEXA,VA,23089,2018-06-14 00:00:00,60000.0,V,,2019.0,Transitional 2+ Sty,C++,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Hardwood,3.0,4.0,3056.0,2.53,A1,,
12009,108116,229848,K27-1038-2990,8340 ELYSIUM DR ,PINEY POINTE LANDING,66600,437900,504500,LANEXA,VA,23089,2017-08-17 00:00:00,62000.0,V,,2019.0,Craftsman,B-,Gable,Dimen Shingle,Vinyl Siding,Gas/Elec,Heat Pump,Hardwood,4.0,3.0,2599.0,2.01,A1,,
12010,108117,229849,K27-0877-2882,8310 ELYSIUM DR ,PINEY POINTE LANDING,67600,317100,384700,LANEXA,VA,23089,2017-03-29 00:00:00,62000.0,V,,2018.0,Cape Cod,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Hardwood,2.0,2.0,2023.0,2.13,A1,,
12011,108118,229850,K27-0696-2708,8290 ELYSIUM DR ,PINEY POINTE LANDING,66300,328700,395000,LANEXA,VA,23089,2017-01-12 00:00:00,62000.0,V,,2019.0,Contemporary,C,Shed,Metal,Cement Board,Electric,Heat Pump,Laminate,3.0,2.0,2445.0,1.8,A1,,
12012,108119,229851,K27-0215-1969,8155 ELYSIUM DR ,PINEY POINTE LANDING,74100,582100,656200,LANEXA,VA,23089,2021-08-27 00:00:00,0.0,I,LARRY G DILLON REV TRUST DTD 8/10/21 & RENAYE D DILLON REV TR DTD 8/16/21,2021.0,Farmhouse,C++,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Luxury Plank/Tile,3.0,3.0,3851.0,1.57,A1,,
12013,108120,229852,K27-0392-2061,8191 ELYSIUM DR ,PINEY POINTE LANDING,69900,528800,598700,LANEXA,VA,23089,2017-11-01 00:00:00,410000.0,I,NEW CONSTRUCTION,2017.0,Transitional 2+ Sty,C++,Gable,Dimen Shingle,Cement Board,Electric,Central,Hardwood,4.0,4.0,3454.0,1.95,A1,,
12014,108121,229853,K27-0559-2167,8221 ELYSIUM DR ,PINEY POINTE LANDING,71900,415500,487400,WEST POINT,VA,23181,2016-09-23 00:00:00,0.0,V,DEED OF GIFT,2017.0,Craftsman,C++,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,5.0,3.0,3200.0,2.27,A1,,
12015,108122,229854,K27-0758-2216,ELYSIUM DR,PINEY POINTE LANDING,72600,0,72600,WILLIAMSBURG,VA,23185,2014-12-12 00:00:00,30000.0,V,FORECLOSURE; AUCTION,,,,,,,,,,,,,2.39,A1,,
12016,108123,229855,K27-1650-3174,8433 ELYSIUM DR ,PINEY POINTE LANDING,66600,289000,355600,CHARLES CITY,VA,23030,2017-08-08 00:00:00,63000.0,V,,2018.0,Modified Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Gas/Elec,Central,Hardwood,3.0,2.0,2089.0,1.4,A1,,
12017,108124,229856,K27-1819-4080,8481 ELYSIUM DR ,PINEY POINTE LANDING,66900,397600,464500,LANEXA,VA,23089,2018-08-15 00:00:00,65000.0,V,,2019.0,Transitional 1 Sty,C++,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Hardwood,3.0,2.0,2291.0,1.45,A1,,
12018,108125,229857,K27-1952-3382,8519 ELYSIUM DR ,PINEY POINT LANDING,66200,284800,351000,LANEXA,VA,23089,2016-04-28 00:00:00,64000.0,V,,2017.0,Modified Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Hardwood,3.0,2.0,2088.0,1.41,A1,,
12019,108126,229858,K27-2819-4080,8671 ELYSIUM DR ,PINEY POINTE LANDING,70000,413900,483900,LANEXA,VA,23089,2021-09-07 00:00:00,489950.0,I,,2021.0,Farmhouse,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Hardwood,4.0,3.0,2867.0,2.21,A1,,
12020,108127,229859,K27-2869-4311,EAMES WY,PINEY POINTE LANDING,71000,0,71000,MIDLOTHIAN,VA,23113,2021-01-26 00:00:00,125000.0,V,SPECIAL WARRANTY DEED-QUITCLAIM,,,,,,,,,,,,,2.37,A1,,
12021,108128,229860,K27-3114-4183,EAMES WY,PINEY POINTE LANDING,66000,0,66000,WEST POINT,VA,23181,2014-12-12 00:00:00,127600.0,V,"FORECLOSURE; AUCTION; TRANSFER INCLUDES TM# 26-4-28, 26-4-29 & 26-4-32",,,,,,,,,,,,,1.6,A1,,
12022,108129,229861,K27-3385-4111,16827 EAMES WY ,PINEY POINTE LANDING,82700,514300,597000,LANEXA,VA,23089,2021-06-30 00:00:00,590000.0,I,,2021.0,Farmhouse,C++,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Hardwood,4.0,4.0,2937.0,2.85,A1,,
12023,108130,229862,K27-3487-4219,16855 EAMES WY ,PINEY POINTE LANDING,80000,354300,434300,LANEXA,VA,23089,2021-10-15 00:00:00,436672.0,I,,2021.0,Transitional 1 Sty,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Hardwood,3.0,3.0,2380.0,3.08,A1,,
12024,108131,229863,K27-3537-4406,EAMES WAY/PAM VIEW LN,PINEY POINTE LANDING,92800,0,92800,WEST POINT,VA,23181,2014-12-12 00:00:00,127600.0,V,"FORECLOSURE; AUCTION; TRANSFER INCLUDES TM# 26-4-28, 26-4-29 & 26-4-32",,,,,,,,,,,,,3.0,A1,,
12025,108135,229796,I12-0751-3290,EMMAUS CHURCH RD #1,N-K COMMERCIAL CENTER CONDO,0,68100,68100,WILLIAMSBURG,VA,23188,2007-02-07 00:00:00,,V,,2008.0,Comm Condo Unit,C,,,,None,None,Concrete,0.0,0.0,0.0,0.0,EO,",",
12026,108136,229831,I12-0560-3281,EMMAUS CHURCH RD #112,N-K COMMERCIAL CENTER CONDO,0,166600,166600,WILLIAMSBURG,VA,23188,2007-02-07 00:00:00,,V,,2008.0,Comm Condo Unit,C,,,,Electric,Heat Pump,Concrete,0.0,1.0,625.0,0.0,EO,",",
12027,108137,229830,I12-0543-3262,EMMAUS CHURCH RD #111,N-K COMMERCIAL CENTER CONDO,0,117000,117000,WILLIAMSBURG,VA,23188,2007-02-07 00:00:00,,V,,2008.0,Comm Condo Unit,C,,,,Electric,Heat Pump,Concrete,0.0,1.0,0.0,0.0,EO,",",
12028,108138,229829,I12-0526-3244,EMMAUS CHURCH RD #110,N-K COMMERCIAL CNETER CONDO,0,117000,117000,WILLIAMSBURG,VA,23188,2007-02-07 00:00:00,,V,,2008.0,Comm Condo Unit,C,,,,Electric,Heat Pump,Concrete,0.0,,0.0,0.0,EO,",",
12029,108139,229828,I12-0509-3225,EMMAUS CHURCH RD #109,N-K COMMERCIAL CENTER CONDO,0,117000,117000,WILLIAMSBURG,VA,23188,2007-02-07 00:00:00,,V,,2008.0,Comm Condo Unit,C,,,,Electric,Heat Pump,Concrete,0.0,0.0,0.0,0.0,EO,",",
12030,108140,229827,I12-0492-3207,EMMAUS CHURCH RD #108,N-K COMMERCIAL CENTER CONDO,0,117000,117000,WILLIAMSBURG,VA,23188,2007-02-07 00:00:00,,V,,2008.0,Comm Condo Unit,C,,,,Electric,Heat Pump,Concrete,0.0,0.0,0.0,0.0,EO,",",
12031,108141,229821,I12-0692-3191,6540 EMMAUS CHURCH RD #107,N-K COMMERCIAL CENTER CONDO,0,176400,176400,WILLIAMSBURG,VA,23188,2018-08-16 00:00:00,110000.0,I,,2008.0,Comm Condo Unit,C,,,,Electric,Heat Pump,Concrete,,1.0,750.0,0.0,EO,",",
12032,108142,229822,I12-0675-3172,6540 EMMAUS CHURCH RD #106,N-K COMMERCIAL CENTER CONDO,0,195000,195000,WILLIAMSBURG,VA,23188,2009-10-05 00:00:00,175000.0,V,,2008.0,Comm Condo Unit,C,,,,Electric,Heat Pump,Carpet,0.0,,1125.0,0.0,EO,",",
12033,108143,229823,I12-0659-3154,EMMAUS CHURCH RD #105,N-K COMMERCIAL CENTER CONDO,0,176400,176400,WILLIAMSBURG,VA,23188,2007-02-07 00:00:00,,V,,2008.0,Comm Condo Unit,C,,,,Electric,Heat Pump,Concrete,0.0,1.0,750.0,0.0,EO,",",
12034,108144,229824,I12-0642-3135,EMMAUS CHURCH RD #104,N-K COMMERCIAL CENTER CONDO,0,176400,176400,WILLIAMSBURG,VA,23188,2007-02-07 00:00:00,,V,,2008.0,Comm Condo Unit,C,,,,Electric,Heat Pump,Carpet,0.0,1.0,750.0,0.0,EO,",",
12035,108145,229825,I12-0625-3117,EMMAUS CHURCH RD #103,N-K COMMERCIAL CENTER CONDO,0,194700,194700,WILLIAMSBURG,VA,23188,2007-02-07 00:00:00,,V,,2008.0,Comm Condo Unit,C,,,,Electric,Heat Pump,Carpet,0.0,1.0,1500.0,0.0,EO,",",
12036,108146,229826,I12-0608-3099,EMMAUS CHURCH RD #102,N-K COMMERCIAL CENTER CONDO,0,194700,194700,WILLIAMSBURG,VA,23188,2007-02-07 00:00:00,,V,,2008.0,Comm Condo Unit,C,,,,Electric,Heat Pump,Carpet,0.0,1.0,1500.0,0.0,EO,",",
12037,108147,229820,I12-0780-3293,EMMAUS CHURCH RD #101,N-K COMMERCIAL CENTER CONDO,0,176400,176400,WILLIAMSBURG,VA,23188,2007-02-07 00:00:00,,V,,2008.0,Comm Condo Unit,C,,,,Electric,Heat Pump,Concrete,0.0,1.0,750.0,0.0,EO,",",
12038,108148,229819,I12-0764-3317,EMMAUS CHURCH RD #24,N-K COMMERCIAL CENTER CONDO,0,68100,68100,WILLIAMSBURG,VA,23188,2007-02-07 00:00:00,,V,,2008.0,Comm Condo Unit,C,,,,None,None,Concrete,0.0,0.0,0.0,0.0,EO,",",
12039,108149,229818,I12-0741-3327,EMMAUS CHURCH RD #23,N-K COMMERCIAL CENTER CONDO,0,68100,68100,WILLIAMSBURG,VA,23188,2007-02-07 00:00:00,,I,,2008.0,Comm Condo Unit,C,,,,None,None,Concrete,0.0,0.0,0.0,0.0,EO,",",
